text,sentiment,clean_text
"saya orang jakarta , tapi kalau diajak sama teman saya yang di bandung buat keliling untuk sekadar makan berat , ngemil , atau cuma nongkrong nge - beer saya agak pemilih . karena saking banyak nya kuliner di bandung , saya jadi bingung mana yang benar-benar enak atau cuma sekadar lucu-lucuan saja . tapi di pizza e birra ini selain memang benar-benar dingin , asik buat nongkrong , lengkap dari makan berat , ringan , sampai makanan penutup juga ada sampai minuman nya juga . lanjutan",positive,orang jakarta diajak teman bandung keliling makan berat ngemil nongkrong nge beer pemilih saking nya kuliner bandung bingung benarbenar enak luculucuan pizza e birra benarbenar dingin asik nongkrong lengkap makan berat ringan makanan penutup minuman nya lanjutan
macet,negative,macet
"hanya sekali dan cukup sekali . lokasi nya memang dekat dari kantor tempat saya bekerja , sepertinya tempat ini banyak peminat nya , karena waktu saya dan teman kantor saya ke sini harus mengantre . rasa mie nya tidak terlalu istimewa sama seperti pada umum nya , namun untuk hal seperti itu harga yang harus dibayar cukup tinggi . pilihan saya lebih baik cari alternatif lain , masih banyak yang lebih murah .",negative,lokasi nya kantor peminat nya teman kantor mengantre mie nya istimewa nya harga dibayar pilihan cari alternatif murah
tidak bosan minimal di marah marahin gara gara jaringan nya lemah otak parah,negative,bosan minimal marah marahin gara gara jaringan nya lemah otak parah
saat anies baswedan berkaca pada jiwa lugu penghuni panti werdha,neutral,anies baswedan berkaca jiwa lugu penghuni panti werdha
"pki partai koruptor indonesia , setuju bang bakar saja bang sarang nya . di mana ya , koruptor beda tipis dengan teroris penghianat rakyat",negative,pki partai koruptor indonesia setuju bang bakar bang sarang nya ya koruptor beda tipis teroris penghianat rakyat
sudahlah saya sepertinya tidak cocok menjadi classy bobrok saja sudah,negative,cocok classy bobrok
"sambal nya tidak kan ada di tempat lain . rasa terasi nya sangat khas , asin manis nya pas , tapi pedas nya bisa bikin mulas . interior nya memang kelas warung tapi jangan kaget waktu bayar harga nya kelas resto tapi sebanding dengan kualitas makanan nya",positive,sambal nya terasi nya khas asin manis nya pas pedas nya bikin mulas interior nya kelas warung kaget bayar harga nya kelas resto sebanding kualitas makanan nya
"terletak di sekitaran dago . agak susah mencari parkir di sini saat jam makan . tempat nya tidak besar , rumah lama yang bagian depan nya dijadikan tempat makan . pelayanan cepat . ukuran sate nya lebih besar dari sate pada umum nya . tanpa bumbu sudah enak . untuk perempuan , porsi nya lebih dari cukup .",positive,terletak sekitaran dago susah mencari parkir jam makan nya rumah nya dijadikan makan pelayanan cepat ukuran sate nya sate nya bumbu enak perempuan porsi nya
"jika demokrat tidak dihibahkan , usmar siap head to head lawan bima arya",neutral,demokrat dihibahkan usmar head to head lawan bima arya
tagihan indihome saya enggak make sense 250 % lebih mahal kakak ! butuh penjelasan,negative,tagihan indihome make sense mahal kakak butuh penjelasan
"kami suka makan di situ , ayam nya top , digoreng selewat , jadi tidak kering dan keras . bumbu nya pun meresap baik . dan yang juara , sambal nya . luar biasa , bisa tabah dan menambah terus . pepes jamur dan pepes teri juga enak .",positive,suka makan situ ayam nya top digoreng selewat kering keras bumbu nya meresap juara sambal nya tabah menambah pepes jamur pepes teri enak
tidak keberatan,positive,keberatan
"setiap kali saya makan kemari , saya selalu memesan sop hisit dengan asparagus sebagai hidangan pembuka . dan sop hisit ini memang selalu terasa sangat enak . semangkuk sop hisit dengan telur kepiting , leng phan untuk bersepuluh , kodok goreng mentega , i fu mi , ikan tahu tausi , abalon mutiara , dan udang kipas dihargai kurang lebih dua juta lima ratus ribu rupiah .",positive,kali makan kemari memesan sop hisit asparagus hidangan pembuka sop hisit enak semangkuk sop hisit telur kepiting leng phan bersepuluh kodok goreng mentega i fu mi ikan tausi abalon mutiara udang kipas dihargai juta ratus ribu rupiah
"steak yang paling saya sukai di bandung . disajikan dengan berbagai menu dan variasi saus . daging nya empuk , pilihan kentang nya juga banyak . harga nya pun terjangkau",positive,steak sukai bandung disajikan menu variasi saus daging nya empuk pilihan kentang nya harga nya terjangkau
"tempat nya homy , terang dengan dekorasi seperti rumah yang nyaman . rasa makanan enak sekali dan harga adalah moderat .",positive,nya homy terang dekorasi rumah nyaman makanan enak harga moderat
saya sugihburamg bandung asli mendukung dan menginginkan ridwan kamil dapat melenggang mulus untuk duduk di jawa barat 1 yang memaki keinganan masyarakat .,positive,sugihburamg bandung asli mendukung ridwan kamil melenggang mulus duduk jawa barat memaki keinganan masyarakat
"setiap ke tempat ini , selalu memesan gurame bakar bumbu ikan gurame bakar nya enak sekali bumbu bakaran nya meresap dan kuah sayur asem nya juga enak banget",positive,memesan gurame bakar bumbu ikan gurame bakar nya enak bumbu bakaran nya meresap kuah sayur asem nya enak banget
makanan nya enak-enak dan berstandar restoran berbintang . wajib dicoba roasted chicken with cream souce iga meter nya .,positive,makanan nya enakenak berstandar restoran berbintang wajib dicoba roasted chicken with cream souce iga meter nya
"paling juara pemandangan nya . sistem reservasi tempat nya bagus , jadi tamu tidak perlu ribet cari tempat . makanan enak tapi lumayan mahal . kemarin makan berlima habis sekitar 480 ribuan . gazebo lesehan nya nyaman , tapi sofa bantal dan tirai nya agak debu dan bau , sebaiknya sering dicuci . tempat nya nyaman untuk ajak bayi / anak kecil , bisa pakai stroller juga",positive,juara pemandangan nya sistem reservasi nya bagus tamu ribet cari makanan enak lumayan mahal kemarin makan berlima habis ribuan gazebo lesehan nya nyaman sofa bantal tirai nya debu bau dicuci nya nyaman ajak bayi anak pakai stroller
indosat itu bikin gue marah marah terus,negative,indosat bikin gue marah marah
nelayan minta menteri susi pudjiastuti tetap tenggelamkan kapal asing pencuri ikan,neutral,nelayan menteri susi pudjiastuti tenggelamkan kapal asing pencuri ikan
tempat nya nyaman untuk duduk berlama-lama karena penataan dan konsep tempat nya bagus . makanan cukup enak dan harga nya pun cukuplah dikantong . pelayanan nya bagus dan orang nya ramah-ramah .,positive,nya nyaman duduk berlamalama penataan konsep nya bagus makanan enak harga nya dikantong pelayanan nya bagus orang nya ramahramah
"ah metro tivu , berita dibuat-buat sangat tidak berkualitas",negative,ah metro tivu berita dibuatbuat berkualitas
sedap nya bau sabun dia,positive,sedap nya bau sabun
jual meat grinder manual penggiling daging sayuran buah pasta meat mincer - magic Jakarta tokopedia .,neutral,jual meat grinder manual penggiling daging sayuran buah pasta meat mincer magic jakarta tokopedia
"sedap nya makan beralaskan daun dengan makanan pembuka seperti tahu gejrot , colenak , otak-otak . harga sangat bersahabat dan tersedia menu masakan sunda dengan lengkap .",positive,sedap nya makan beralaskan daun makanan pembuka gejrot colenak otakotak harga bersahabat tersedia menu masakan sunda lengkap
"salah satu tempat makan sunda yang sudah jadi favorit . rasa masakan nya otentik sunda banget , menu nya juga variatif dan sambel nya juara",positive,salah makan sunda favorit masakan nya otentik sunda banget menu nya variatif sambel nya juara
"akhirnya di kota surabaya yang terkenal dengan masakan nasi bebek , dibuka juga resto bebek tepi sawah yang terkenal dari bali . menu pilihan saya tentu saja bebek betutu yang otentik khas bali . kalau bebek goreng biasa , nasi bebek khas surabaya atau madura pasti rasanya lebih enak . potongan bebek nya dengan porsi yang agak besar , namun terasa empuk .",positive,kota surabaya terkenal masakan nasi bebek dibuka resto bebek tepi sawah terkenal bali menu pilihan bebek betutu otentik khas bali bebek goreng nasi bebek khas surabaya madura enak potongan bebek nya porsi empuk
"saya mau komplain , kenapa dikirim warna pink , kemarin dibilang yang white nya ada :",negative,komplain dikirim warna pink kemarin dibilang white nya
"pizza tipis dengan resep orisinal nya gurih , apalagi jika ditambah dengan minyak zaitun yang disediakan dalam botol bersama rempah . harga cukup mahal , tapi rasa makanan nya memuaskan . pelayanan nya juga bagus dan cepat .",positive,pizza tipis resep orisinal nya gurih ditambah minyak zaitun disediakan botol rempah harga mahal makanan nya memuaskan pelayanan nya bagus cepat
sandiaga berenang lawan menteri susi paddling di festival danau sunter,neutral,sandiaga berenang lawan menteri susi paddling festival danau sunter
laptop asus baru tapi kok mati-mati melulu,negative,laptop asus matimati melulu
wow keren banget pak sandi juga suka pakai sepatu merek benar-benar cinta produk indonesia .,positive,wow keren banget sandi suka pakai sepatu merek benarbenar cinta produk indonesia
"restoran nya unik . satu saung terpisah agak jauh dengna saung lain dan untuk memanggil pelayan menggunakan kentongan . pemandangan oke dan bikin segar mata , sayang banyak nyamuk . by the way nasi timbel nya enak banget , jus juga mantap .",positive,restoran nya unik saung terpisah dengna saung memanggil pelayan kentongan pemandangan oke bikin segar mata sayang nyamuk by the way nasi timbel nya enak banget jus mantap
bali adalah salah satu pulau yang menjadi tujuan destinasi para turis .,neutral,bali salah pulau tujuan destinasi turis
"asli nya ini basa berada di jalan karapitan setahu saya , sekarang memenag sudah tersebar di beberapa tempat di bandung . makanan nya juga tidak hanya bakso , tetapi ada beberapa makanan tambahan yang lain . untuk rasa juga tidak terlalu spesial . untuk harga dengan ukuran harga bakso di bandung cukup mahal . ditambah pelayannan nya yang kurang bagus di ciwalk .",negative,asli nya basa jalan karapitan setahu memenag tersebar bandung makanan nya bakso makanan tambahan spesial harga ukuran harga bakso bandung mahal ditambah pelayannan nya bagus ciwalk
goblok fpi bangsat terrorist,negative,goblok fpi bangsat terrorist
jangan pilih pemimpin dari keturunan china karena pada masa penjajahan mereka terang terangan memihak belanda dan mereka tidak ikut dalam memperjuangkan kemerdekaan republik indonesia,negative,pilih pemimpin keturunan china penjajahan terang terangan belanda memperjuangkan kemerdekaan republik indonesia
"lokasi yang strategis tidak menjamin kualitas dari restoran ini . harga mahal yang sama sekali tidak sesuai dengan kualitas makanan yang disediakan , tidak paham bagaimana manajemen ini bekerja membiarkan juru masak yang tidak kompeten dalam memasak dan menjaga standar makanan yang disediakan . pelayan tidak cepat tanggap menangani komplain dan terkesan abal-abal . pelayan tidak menanyakan tingkat kematangan daging steak yang . lanjutan",negative,lokasi strategis menjamin kualitas restoran harga mahal sesuai kualitas makanan disediakan paham manajemen membiarkan juru masak kompeten memasak menjaga standar makanan disediakan pelayan cepat tanggap menangani komplain terkesan abalabal pelayan tingkat kematangan daging steak lanjutan
demokrat enrekang makin semangat sosialisasikan iyl - cakra ke pelosok,neutral,demokrat enrekang semangat sosialisasikan iyl cakra pelosok
"kedai yang menjual berbagai macam makanan ringan jepang seperi takoyaki , okonomiyaki , lalu ada berbagai pilihan ramen yang tidak kalah enak . yang terkenal juga pilihan dessert nya yang menyegarkan ! makanan favorit saya dari dulu , apalagi sekarang kedai yang di sukajadi sudah besar dan luas sehingga sangat nyaman",positive,kedai menjual makanan ringan jepang seperi takoyaki okonomiyaki pilihan ramen kalah enak terkenal pilihan dessert nya menyegarkan makanan favorit kedai sukajadi luas nyaman
"restoran nya cukup bagus , bersih . makanan nya enak . harga nya lumayan mahal . pelayanan nya ramah , banyak kafe kafe di bandung menawarkan suasana seperti ini . jadi ya . kalau mau coba silakan . buat saya sih harga yang harus dibayar sepadan dengan rasa yang diberikan .",positive,restoran nya bagus bersih makanan nya enak harga nya lumayan mahal pelayanan nya ramah kafe kafe bandung menawarkan suasana ya coba silakan sih harga dibayar sepadan
bumbu kacang pedas ekstra sambal bu rudi sangat mantap .,positive,bumbu kacang pedas ekstra sambal bu rudi mantap
bakmie naripan merupakan bakmie favorit saya di kota bandung karena rasanya yang konsisten sejak dulu . menu yang biasanya saya pesan adalah bakmi dengan daging babi cincang dan ditambah dengan pangsit rebus dan bakso .,positive,bakmie naripan bakmie favorit kota bandung konsisten menu pesan bakmi daging babi cincang ditambah pangsit rebus bakso
"berkunjung sehabis buka puasa , konsep nya seperti bioskop , tetapi makan yang ditawarkan masakan khas sunda , dengan rasa yang biasa saja , penuh dan bau rokok di dalam ruangan , panas , jadi tidak berselera untuk makan .",negative,berkunjung sehabis buka puasa konsep nya bioskop makan ditawarkan masakan khas sunda penuh bau rokok ruangan panas berselera makan
toloong dengan sangat ya . saya benar benar marah melihat indosat kayak gini,negative,toloong ya marah indosat kayak gini
kenapa kalian semua cuma nyinyir di media sosial tentang fadli zon ? kenapa tidak demokan saja ? tidak berani ya ?,negative,nyinyir media sosial fadli zon demokan berani ya
"ada banyak kan , bu risma bisa , walikota semarang bisa , bupati kudus bisa , itu sudah banyak yang mendaftar ke pdip tinggal pilih",neutral,bu risma walikota semarang bupati kudus mendaftar pdip tinggal pilih
"paling suka fire dinas nya , jarang jarang ada kan karena di makanan cepat saji lain . dan paling suka mengatakan promo makan siang murah . suasana restoran nya juga enak dan nyaman",positive,suka fire dinas nya jarang jarang makanan cepat saji suka promo makan siang murah suasana restoran nya enak nyaman
